age,job,marital,education,default,housing,loan,balance,duration,campaign,previous,term_deposit,date
49,admin.,divorced,secondary,0,1,0,169,447,1,0,0,may 30
39,blue-collar,divorced,secondary,0,1,0,160,151,2,0,0,may 30
58,retired,married,primary,0,1,0,590,114,2,0,0,may 30
40,services,married,primary,0,1,0,1082,854,2,0,1,may 30
40,management,married,secondary,0,1,0,6695,115,1,0,0,may 30
42,unemployed,divorced,secondary,0,1,0,1713,855,2,0,1,may 30
44,management,married,tertiary,0,1,0,5282,274,1,0,0,may 30
37,services,married,secondary,0,1,1,-5,43,2,0,0,may 30
53,technician,divorced,primary,0,1,0,7290,153,1,0,0,may 30
38,technician,married,secondary,0,1,0,175,264,1,0,0,may 30
36,housemaid,married,secondary,0,1,0,419,251,1,0,0,may 30
46,management,divorced,tertiary,0,1,0,14481,1269,1,0,1,may 30
44,management,divorced,tertiary,0,1,0,1379,119,1,0,0,may 30
32,admin.,married,secondary,0,1,0,1974,104,3,0,0,may 30
50,blue-collar,married,primary,0,1,0,1290,65,14,0,0,may 30
39,technician,single,tertiary,0,0,0,4660,53,2,0,0,may 30
55,unemployed,single,primary,0,1,0,5,63,2,0,0,may 30
35,blue-collar,married,primary,0,1,0,2205,199,3,0,0,may 30
55,management,married,secondary,0,1,0,11743,75,1,0,0,may 30
36,blue-collar,married,primary,0,1,0,287,157,3,0,0,may 30
32,management,married,tertiary,0,1,0,132,565,2,0,0,may 30
50,technician,married,secondary,0,0,0,2062,165,1,0,0,may 30
50,management,married,tertiary,0,1,0,1158,150,1,0,0,may 30
40,management,single,tertiary,0,1,1,-199,109,1,0,0,may 30
52,blue-collar,married,primary,0,1,0,2144,60,1,0,0,may 30
40,admin.,divorced,secondary,0,1,0,-105,385,2,0,0,may 30
59,retired,married,secondary,0,1,0,4414,161,1,0,0,may 30
51,technician,married,secondary,0,1,0,4924,448,1,0,0,may 30
51,management,married,secondary,0,0,0,2632,137,1,0,0,may 30
36,unemployed,single,tertiary,0,1,0,577,155,1,0,0,may 30
40,admin.,married,secondary,0,1,0,1597,633,1,0,0,may 30
37,self-employed,divorced,tertiary,0,0,0,1513,510,1,0,0,may 30
51,blue-collar,married,secondary,0,1,0,1440,309,1,0,0,may 30
58,self-employed,married,secondary,0,1,0,1407,58,1,0,0,may 30
39,technician,married,tertiary,0,1,0,123,127,1,0,0,may 30
26,blue-collar,single,secondary,0,1,0,2,170,4,0,0,may 30
41,blue-collar,married,secondary,0,1,1,629,208,2,0,0,may 30
49,technician,married,primary,0,1,0,2343,129,2,0,0,may 30
41,entrepreneur,married,primary,0,1,0,740,134,3,0,0,may 30
41,blue-collar,married,secondary,0,1,0,438,129,3,0,0,may 30
34,technician,married,secondary,0,1,0,650,184,2,0,0,may 30
49,technician,married,secondary,0,1,0,2344,371,2,0,0,may 30
45,admin.,married,secondary,0,1,0,820,145,2,0,0,may 30
41,services,married,secondary,0,1,0,96,136,2,0,0,may 30
53,management,married,tertiary,0,1,1,3911,63,2,0,0,may 30
42,blue-collar,married,secondary,0,1,0,2441,143,1,0,0,may 30
51,management,married,tertiary,0,1,0,0,151,1,0,0,may 30
32,blue-collar,married,secondary,0,1,0,419,56,2,0,0,may 30
47,blue-collar,married,primary,0,1,0,176,35,1,0,0,may 30
41,admin.,married,secondary,0,0,0,4539,298,3,0,0,may 30
44,technician,single,secondary,0,1,0,2403,158,1,0,0,may 30
35,technician,single,tertiary,0,1,0,391,47,8,0,0,may 30
44,admin.,married,secondary,0,0,1,14,827,5,0,0,may 30
42,entrepreneur,married,tertiary,0,1,1,287,83,2,0,0,may 30
44,blue-collar,single,primary,0,1,0,787,570,2,0,0,may 30
28,blue-collar,single,primary,0,1,0,-232,557,2,0,0,may 30
32,blue-collar,married,secondary,0,1,1,883,59,1,0,0,may 30
44,admin.,married,secondary,0,1,0,734,38,5,0,0,may 30
34,blue-collar,married,primary,0,1,0,275,170,1,0,0,may 30
37,technician,married,secondary,0,1,0,5115,45,4,0,0,may 30
60,admin.,married,secondary,0,1,1,4120,422,2,0,0,may 30
45,services,married,secondary,0,1,0,475,230,2,0,0,may 30
27,technician,married,secondary,0,1,0,7102,141,9,0,0,may 30
24,admin.,single,secondary,0,1,1,1235,76,3,0,0,may 30
35,technician,divorced,secondary,0,1,0,5724,691,10,0,1,may 30
52,admin.,married,primary,0,1,0,321,141,4,0,0,may 30
45,blue-collar,married,secondary,0,1,1,159,251,2,0,0,may 30
29,services,married,secondary,0,1,0,-443,238,3,0,0,may 30
34,technician,divorced,secondary,0,1,0,1451,1097,15,0,1,may 30
24,technician,single,secondary,0,1,0,278,111,1,0,0,may 30
41,admin.,married,secondary,0,1,0,-111,84,3,0,0,may 30
37,management,single,tertiary,0,1,0,614,371,2,0,0,may 30
51,management,divorced,tertiary,0,1,0,1267,254,2,0,0,may 30
37,technician,single,secondary,0,1,0,786,103,2,0,0,may 30
51,management,married,tertiary,0,1,0,307,206,2,0,0,may 30
29,self-employed,single,tertiary,0,1,0,121,1500,2,0,1,may 30
35,blue-collar,married,secondary,0,1,0,535,265,3,0,0,may 30
44,technician,married,secondary,0,0,0,858,567,2,0,0,may 30
27,blue-collar,married,secondary,0,1,1,1341,254,2,0,0,may 30
43,admin.,married,secondary,0,1,0,25741,464,2,0,0,may 30
32,services,married,secondary,0,1,0,-34,1236,2,0,1,may 30
51,housemaid,married,tertiary,0,1,0,3122,33,2,0,0,may 30
44,technician,married,secondary,0,1,0,561,613,2,0,0,may 30
45,blue-collar,married,primary,0,1,0,676,156,4,0,0,may 30
57,technician,married,secondary,0,1,1,0,200,2,0,0,may 30
46,technician,married,secondary,0,1,0,49,96,3,0,0,may 30
36,blue-collar,married,secondary,0,1,0,740,171,2,0,0,may 30
49,management,married,tertiary,0,1,1,1216,244,2,0,0,may 30
42,blue-collar,married,primary,0,1,0,188,53,5,0,0,may 30
51,management,married,secondary,0,1,1,614,91,2,0,0,may 30
35,blue-collar,married,primary,0,1,0,361,185,3,0,0,may 30
49,management,divorced,tertiary,0,1,0,-2049,169,3,0,0,may 30
47,blue-collar,married,secondary,0,1,1,1794,515,2,0,0,may 30
27,services,single,tertiary,0,1,0,3021,388,7,0,0,may 30
43,blue-collar,married,primary,0,0,0,6614,192,4,0,0,may 30
52,admin.,married,primary,0,1,0,2255,178,2,0,0,may 30
32,management,divorced,tertiary,0,1,0,1589,422,9,0,0,may 30
29,services,divorced,secondary,0,1,0,590,76,2,0,0,may 30
50,unemployed,married,secondary,0,1,0,3674,886,3,0,1,may 30
29,self-employed,single,tertiary,0,0,0,579,296,2,0,0,may 30
39,unemployed,single,secondary,0,1,0,356,462,2,0,0,may 30
51,blue-collar,married,secondary,0,1,0,1374,378,1,0,0,may 30
35,blue-collar,married,secondary,0,1,1,698,1343,3,0,1,may 30
32,admin.,divorced,tertiary,0,1,0,-127,288,4,0,0,may 30
39,management,married,tertiary,0,1,0,564,136,2,0,0,may 30
43,management,single,tertiary,0,1,0,690,58,1,0,0,may 30
38,management,married,tertiary,0,1,0,2548,60,1,0,0,may 30
45,management,married,tertiary,0,0,0,2022,340,1,0,0,may 30
43,admin.,divorced,secondary,0,1,0,729,668,2,0,0,may 30
52,management,married,tertiary,0,1,1,1065,159,1,0,0,may 30
40,admin.,single,secondary,0,1,0,2002,113,1,0,0,may 30
35,student,single,secondary,0,1,0,2960,123,2,0,0,may 30
44,blue-collar,married,secondary,0,1,0,3224,306,1,0,0,may 30
42,admin.,divorced,secondary,0,1,0,435,148,1,0,0,may 30
29,blue-collar,married,primary,0,1,0,200,322,2,0,0,may 30
51,technician,divorced,secondary,0,1,0,468,475,4,0,0,may 30
41,housemaid,married,tertiary,0,1,0,783,130,2,0,0,may 30
54,self-employed,married,secondary,0,1,0,12159,183,2,0,0,may 30
42,technician,divorced,secondary,0,1,1,3043,224,5,0,0,may 30
45,services,single,secondary,0,1,1,482,637,2,0,0,may 30
42,technician,married,secondary,0,1,0,4791,88,2,0,0,may 30
53,management,married,tertiary,0,1,0,-601,509,2,0,0,may 30
35,management,single,tertiary,0,1,0,0,147,1,0,0,may 30
32,admin.,divorced,secondary,0,1,0,-19,97,2,0,0,may 30
35,management,divorced,tertiary,0,0,0,3254,337,3,0,0,may 30
46,blue-collar,married,primary,0,1,0,-287,113,3,0,0,may 30
48,services,married,secondary,0,1,0,7019,465,3,0,0,may 30
31,technician,divorced,secondary,0,1,0,646,294,3,0,0,may 30
28,management,single,tertiary,0,1,0,0,224,4,0,0,may 30
36,technician,single,secondary,0,1,0,4136,812,3,0,1,may 30
31,management,single,tertiary,0,1,0,453,58,3,0,0,may 30
49,self-employed,married,secondary,0,1,1,2061,137,3,0,0,may 30
43,management,married,tertiary,0,1,0,19,126,2,0,0,may 30
53,management,married,tertiary,0,1,0,1144,142,2,0,0,may 30
35,blue-collar,single,secondary,0,1,0,-257,312,7,0,0,may 30
31,technician,divorced,secondary,0,1,0,342,34,2,0,0,may 30
41,services,married,primary,0,1,0,373,240,2,0,0,may 30
56,management,married,tertiary,0,1,0,-45,116,6,0,0,may 30
37,technician,married,secondary,0,1,0,1120,103,5,0,0,may 30
37,technician,married,secondary,0,1,0,-403,31,6,0,0,may 30
31,blue-collar,single,secondary,0,1,0,-219,66,2,0,0,may 30
51,retired,married,primary,0,1,0,752,214,2,0,0,may 30
53,services,married,secondary,0,1,0,2719,80,2,0,0,may 30
53,blue-collar,divorced,primary,0,1,0,2656,1980,2,0,1,may 30
45,technician,married,secondary,0,1,0,2124,84,3,0,0,may 30
36,management,single,tertiary,0,1,0,2806,358,4,0,0,may 30
53,technician,single,secondary,0,1,1,198,521,2,0,0,may 30
32,admin.,married,secondary,0,1,0,305,200,3,0,0,may 30
41,technician,married,secondary,0,1,0,2990,62,3,0,0,may 30
36,unemployed,single,tertiary,0,1,0,1316,265,2,0,0,may 30
36,management,single,tertiary,0,1,1,548,618,3,0,0,may 30
27,services,single,secondary,0,1,0,2153,256,6,0,0,may 30
36,admin.,married,secondary,0,1,1,1954,199,3,0,0,may 30
32,technician,single,secondary,0,1,0,562,722,3,0,1,may 30
47,technician,married,primary,0,1,0,12531,888,3,0,0,may 30
51,entrepreneur,married,secondary,0,0,0,0,510,3,0,0,may 30
38,management,single,tertiary,0,1,0,126,355,2,0,0,may 30
27,blue-collar,married,primary,0,1,0,106,150,5,0,0,may 30
41,management,divorced,secondary,0,1,0,2666,170,2,0,0,may 30
49,blue-collar,married,secondary,0,1,1,366,191,3,0,0,may 30
38,blue-collar,married,primary,0,1,0,580,572,6,0,0,may 30
44,technician,married,secondary,0,1,0,0,243,3,0,0,may 30
36,blue-collar,married,secondary,0,1,0,429,140,2,0,0,may 30
55,technician,married,secondary,0,1,0,2760,267,14,0,0,may 30
47,technician,married,secondary,0,1,0,1387,219,4,0,0,may 30
48,blue-collar,married,secondary,0,1,0,1841,216,3,0,0,may 30
27,technician,single,secondary,0,1,1,430,78,3,0,0,may 30
43,entrepreneur,married,primary,0,1,0,0,222,9,0,0,may 30
40,management,single,tertiary,0,1,0,402,243,3,0,0,may 30
44,technician,divorced,secondary,0,1,0,752,363,3,0,0,may 30
26,technician,single,secondary,0,1,0,174,67,2,0,0,may 30
25,blue-collar,single,secondary,0,1,0,352,156,5,0,0,may 30
55,admin.,married,secondary,0,1,0,420,41,3,0,0,may 30
38,management,married,tertiary,0,0,0,49,108,3,0,0,may 30
38,services,married,secondary,0,1,1,-762,408,2,0,0,may 30
37,blue-collar,married,primary,0,1,0,461,272,2,0,0,may 30
30,blue-collar,married,secondary,0,1,0,119,281,2,0,0,may 30
44,blue-collar,married,primary,0,1,0,314,742,2,0,0,may 30
35,management,single,tertiary,0,1,0,687,166,2,0,0,may 30
40,blue-collar,married,secondary,0,1,0,0,376,3,0,0,may 30
30,services,married,secondary,1,1,0,-849,138,2,0,0,may 30
23,services,single,tertiary,0,1,0,363,16,18,0,0,may 30
46,management,single,tertiary,0,1,0,2904,984,2,0,1,may 30
32,blue-collar,married,secondary,0,1,0,1484,363,7,0,0,may 30
38,blue-collar,married,secondary,0,1,0,602,161,12,0,0,may 30
44,technician,married,secondary,0,1,0,596,28,3,0,0,may 30
33,technician,single,secondary,0,1,0,268,275,9,0,0,may 30
46,entrepreneur,married,secondary,0,1,0,1375,170,7,0,0,may 30
32,management,single,tertiary,0,1,0,127,66,3,0,0,may 30
58,blue-collar,married,secondary,0,1,0,1025,199,3,0,0,may 30
35,blue-collar,married,secondary,0,1,0,674,274,2,0,0,may 30
50,admin.,single,secondary,0,1,0,692,136,8,0,0,may 30
32,blue-collar,single,secondary,0,1,1,1036,62,2,0,0,may 30
40,technician,divorced,secondary,0,1,0,692,58,3,0,0,may 30
30,technician,married,secondary,0,1,0,1,189,5,0,0,may 30
31,management,single,tertiary,1,1,0,-365,319,6,0,0,may 30
57,technician,married,secondary,0,1,0,16063,352,3,0,0,may 30
26,management,single,tertiary,0,1,0,1004,228,2,0,1,may 30
36,technician,divorced,secondary,0,0,0,1285,230,2,0,0,may 30
35,blue-collar,married,primary,0,1,0,2708,178,2,0,0,may 30
50,self-employed,married,secondary,0,1,0,-465,42,11,0,0,may 30
41,admin.,married,secondary,0,1,1,8238,124,4,0,0,may 30
58,management,married,primary,0,1,0,320,171,2,0,0,may 30
55,technician,married,secondary,0,1,0,0,119,2,0,0,may 30
35,technician,single,secondary,0,0,0,1,66,4,0,0,may 30
27,services,married,secondary,0,1,0,271,130,2,0,0,may 30
40,admin.,married,secondary,0,1,0,1538,390,2,0,0,may 30
31,housemaid,married,secondary,0,1,0,1,101,16,0,0,may 30
51,retired,divorced,secondary,0,1,0,343,78,2,0,0,may 30
52,blue-collar,married,primary,0,1,0,2439,212,3,0,0,may 30
44,admin.,single,secondary,0,1,0,946,181,4,0,0,may 30
27,management,single,tertiary,0,1,0,2061,72,3,0,0,may 30
45,entrepreneur,married,secondary,0,1,0,404,390,2,0,0,may 30
54,blue-collar,married,primary,0,1,0,-636,324,3,0,0,may 30
23,blue-collar,single,secondary,0,1,1,1690,163,3,0,0,may 30
59,admin.,married,primary,0,1,0,2532,110,6,0,0,may 30
41,technician,single,secondary,0,1,0,568,72,2,0,0,may 30
40,management,married,primary,0,1,0,472,85,2,0,0,may 30
36,blue-collar,married,secondary,0,1,0,0,54,4,0,0,may 30
42,technician,single,secondary,0,1,0,1037,231,2,0,0,may 30
37,blue-collar,married,primary,0,1,0,157,833,8,0,0,may 30
42,blue-collar,married,secondary,0,1,0,1958,124,3,0,0,may 30
40,blue-collar,married,primary,0,1,0,3693,57,10,0,0,may 30
42,technician,divorced,secondary,0,1,0,0,115,6,0,0,may 30
32,blue-collar,married,secondary,0,1,1,501,43,5,0,0,may 30
23,blue-collar,single,secondary,0,1,0,5145,229,3,0,0,may 30
31,technician,single,secondary,0,1,0,1771,81,2,0,0,may 30
43,services,married,secondary,0,1,1,192,273,2,0,0,may 30
31,blue-collar,married,primary,0,1,1,292,30,18,0,0,may 30
29,services,single,secondary,0,1,0,193,288,2,0,0,may 30
51,blue-collar,divorced,secondary,0,1,0,1069,247,2,0,0,may 30
25,blue-collar,single,primary,0,1,0,155,85,4,0,0,may 30
39,services,single,secondary,0,1,0,-189,76,9,0,0,may 30
38,technician,single,secondary,0,1,0,-143,428,7,0,0,may 30
37,self-employed,married,secondary,0,1,0,2260,370,3,0,0,may 30
40,management,married,tertiary,0,1,0,211,137,3,0,0,may 30
46,blue-collar,single,secondary,0,1,0,324,293,6,0,0,may 30
38,unemployed,divorced,secondary,0,1,0,0,281,4,0,0,may 30
56,admin.,married,secondary,0,1,1,346,46,3,0,0,may 30
55,admin.,married,secondary,0,1,0,139,26,25,0,0,may 30
40,blue-collar,married,primary,0,0,0,303,104,6,0,0,may 30
51,management,single,tertiary,0,1,0,0,164,2,0,0,may 30
33,management,divorced,tertiary,0,1,0,-1027,205,6,0,0,may 30
45,technician,single,secondary,0,1,0,410,891,4,0,1,may 30
55,technician,divorced,tertiary,0,1,0,264,34,2,0,0,may 30
31,unemployed,divorced,primary,0,1,0,0,745,12,0,1,may 30
42,blue-collar,married,secondary,0,1,0,1307,135,3,0,0,may 30
35,blue-collar,married,primary,0,1,0,3587,148,4,0,0,may 30
32,self-employed,married,secondary,0,1,0,1942,84,9,0,0,may 30
27,blue-collar,single,secondary,0,1,0,5563,435,2,0,0,may 30
29,management,single,tertiary,0,1,0,0,539,12,0,1,may 30
31,blue-collar,married,secondary,0,1,0,1533,29,4,0,0,may 30
36,blue-collar,married,secondary,0,1,0,71,510,5,0,0,may 30
22,blue-collar,single,secondary,0,1,0,-189,59,3,0,0,may 30
53,entrepreneur,single,secondary,0,1,0,62,1044,5,0,1,may 30
37,admin.,married,secondary,0,1,0,-47,122,4,0,0,may 30
52,technician,divorced,secondary,0,1,0,137,84,3,0,0,may 30
52,management,divorced,tertiary,0,1,0,12,33,5,0,0,may 30
49,services,married,secondary,0,1,1,486,43,2,0,0,may 30
35,technician,single,secondary,0,1,0,1609,288,3,0,0,may 30
27,blue-collar,single,primary,0,1,0,-79,385,5,0,0,may 30
48,management,married,tertiary,0,1,1,7867,306,3,0,0,may 30
39,blue-collar,married,secondary,0,1,0,123,81,3,0,0,may 30
32,admin.,married,secondary,0,1,1,-540,53,7,0,0,may 30
51,blue-collar,married,primary,0,1,1,610,436,3,0,0,may 30
47,blue-collar,married,primary,0,0,1,1092,41,8,0,0,may 30
59,management,single,tertiary,0,1,0,266,147,2,0,0,may 30
41,blue-collar,married,primary,0,1,0,0,232,3,0,0,may 30
50,blue-collar,married,secondary,0,1,0,2641,97,3,0,0,may 30
55,management,married,tertiary,0,1,0,1267,82,2,0,0,may 30
26,housemaid,single,secondary,0,1,0,229,60,16,0,0,may 30
53,blue-collar,married,secondary,0,1,1,1103,163,4,0,0,may 30
36,management,married,tertiary,0,1,0,2609,141,9,0,0,may 30
54,blue-collar,married,secondary,0,1,0,3782,211,4,0,0,may 30
39,management,married,tertiary,0,1,1,568,206,3,0,0,may 30
40,blue-collar,married,primary,0,1,0,68,170,19,0,0,may 30
36,management,married,secondary,0,1,0,80,251,3,0,0,may 30
32,admin.,divorced,secondary,0,0,0,-417,25,5,0,0,may 30
37,technician,single,secondary,0,1,0,2544,120,3,0,0,may 30
54,blue-collar,married,secondary,0,1,1,5210,123,4,0,0,may 30
34,blue-collar,married,primary,0,1,0,905,28,8,0,0,may 30
27,blue-collar,married,primary,0,1,0,416,1193,2,0,1,may 30
35,blue-collar,single,tertiary,0,0,0,573,116,3,0,0,may 30
37,admin.,divorced,secondary,0,1,0,0,127,5,0,0,may 30
41,blue-collar,single,secondary,0,1,0,304,395,2,0,0,may 30
38,self-employed,married,secondary,0,0,0,-10,137,7,0,0,jun 2
49,technician,married,secondary,0,1,0,6312,93,2,0,0,jun 2
59,management,married,primary,0,1,0,396,72,3,0,0,jun 2
44,services,married,secondary,0,1,0,26,119,9,0,0,jun 2
37,management,married,tertiary,0,1,0,34,100,2,0,0,jun 2
34,blue-collar,married,primary,0,1,0,147,80,3,0,0,jun 2
58,retired,married,secondary,0,1,0,25,132,2,0,0,jun 2
39,blue-collar,married,secondary,0,1,0,280,147,3,0,0,jun 2
40,technician,married,secondary,0,1,0,335,140,3,0,0,jun 2
33,technician,single,secondary,0,1,0,1994,57,9,0,0,jun 2
43,admin.,divorced,secondary,0,1,0,777,130,2,0,0,jun 2
43,entrepreneur,married,secondary,0,1,1,641,251,4,0,0,jun 2
36,management,single,tertiary,1,1,0,-559,71,2,0,0,jun 2
31,admin.,single,secondary,0,1,0,17,52,3,0,0,jun 2
41,services,married,secondary,0,1,1,-141,243,3,0,0,jun 2
47,services,married,primary,0,0,1,1095,357,2,0,0,jun 2
39,management,married,tertiary,0,1,1,177,243,4,0,0,jun 2
56,blue-collar,married,primary,0,1,0,186,108,4,0,0,jun 2
50,management,married,tertiary,0,1,0,332,68,4,0,0,jun 2
42,admin.,single,tertiary,0,1,0,519,150,3,0,0,jun 2
48,services,married,primary,1,1,0,-583,25,7,0,0,jun 2
29,technician,married,secondary,0,1,0,1097,90,3,0,0,jun 2
37,blue-collar,married,primary,0,1,0,89,51,4,0,0,jun 2
31,technician,single,tertiary,0,1,0,-167,41,5,0,0,jun 2
50,blue-collar,divorced,secondary,0,1,0,571,88,4,0,0,jun 2
36,management,married,tertiary,0,1,0,596,372,2,0,0,jun 2
27,blue-collar,single,secondary,0,1,0,535,360,2,0,0,jun 2
55,technician,single,secondary,0,1,0,3339,63,1,0,0,jun 2
39,management,divorced,tertiary,0,1,1,2193,550,3,0,0,jun 2
48,admin.,divorced,secondary,0,1,0,771,133,1,0,0,jun 2
49,technician,divorced,secondary,1,1,1,-757,68,1,0,0,jun 2
30,management,single,secondary,0,1,1,308,175,2,0,0,jun 2
53,blue-collar,married,primary,0,1,0,256,202,1,0,0,jun 2
31,technician,single,tertiary,0,1,0,3729,192,8,0,0,jun 2
43,admin.,divorced,secondary,0,1,0,15511,484,1,0,0,jun 2
43,management,single,secondary,0,1,0,1029,145,1,0,0,jun 2
48,blue-collar,divorced,primary,0,0,0,323,230,2,0,0,jun 2
44,entrepreneur,married,tertiary,0,1,0,307,338,2,0,0,jun 2
39,technician,married,secondary,0,1,0,1965,65,1,0,0,jun 2
29,entrepreneur,married,secondary,0,1,0,291,205,3,0,0,jun 2
46,blue-collar,married,primary,0,1,0,938,92,2,0,0,jun 2
39,management,married,tertiary,0,1,0,756,268,1,0,0,jun 2
53,blue-collar,married,primary,0,1,0,1942,185,2,0,0,jun 2
40,admin.,single,secondary,0,1,0,2378,65,1,0,0,jun 2
52,blue-collar,married,secondary,0,0,0,0,163,1,0,0,jun 2
48,management,divorced,tertiary,0,1,0,5041,362,1,0,0,jun 2
50,management,married,secondary,0,0,1,628,367,3,0,0,jun 2
49,self-employed,married,secondary,0,1,0,294,230,3,0,0,jun 2
34,blue-collar,married,secondary,0,1,1,516,26,1,0,0,jun 2
33,technician,single,secondary,0,1,0,-244,63,2,0,0,jun 2
39,management,married,tertiary,0,1,0,22,493,1,0,0,jun 2
49,entrepreneur,married,tertiary,0,1,0,18904,113,3,0,0,jun 2
40,blue-collar,married,primary,0,1,0,540,21,1,0,0,jun 2
38,technician,single,secondary,0,1,0,615,215,1,0,0,jun 2
24,management,single,secondary,0,0,0,86,1075,2,0,0,jun 2
39,blue-collar,single,secondary,0,1,1,4143,21,1,0,0,jun 2
32,blue-collar,married,secondary,0,1,0,14,171,1,0,0,jun 2
39,management,married,tertiary,0,1,0,2763,526,2,0,1,jun 2
31,blue-collar,married,secondary,0,1,0,0,245,1,0,0,jun 2
34,admin.,married,primary,0,1,0,239,107,2,0,0,jun 2
36,services,married,secondary,0,1,0,2984,394,1,0,1,jun 2
46,blue-collar,married,secondary,0,1,0,3696,161,2,0,0,jun 2
59,retired,divorced,tertiary,0,1,0,4,517,2,0,0,jun 2
32,management,single,secondary,0,1,0,249,258,1,0,0,jun 2
41,blue-collar,married,primary,0,1,1,143,659,2,0,1,jun 2
31,blue-collar,married,secondary,0,1,0,191,40,1,0,0,jun 2
31,blue-collar,married,secondary,0,1,0,1358,527,1,0,0,jun 2
38,blue-collar,single,secondary,0,1,0,4,129,1,0,0,jun 2
36,self-employed,single,tertiary,0,0,0,3560,409,2,0,0,jun 2
45,technician,divorced,secondary,0,1,0,1309,144,2,0,0,jun 2
35,admin.,married,secondary,0,1,0,-488,97,4,0,0,jun 2
35,services,divorced,secondary,0,1,0,440,101,1,0,0,jun 2
44,services,married,secondary,0,1,0,808,67,2,0,0,jun 2
39,admin.,single,secondary,0,1,0,2854,64,1,0,0,jun 2
36,blue-collar,married,primary,0,1,0,1244,143,1,0,0,jun 2
34,technician,married,tertiary,0,1,1,691,70,1,0,0,jun 2
36,services,married,primary,0,1,0,0,1036,1,0,1,jun 2
38,entrepreneur,married,secondary,0,1,0,3249,384,1,0,0,jun 2
45,services,married,secondary,0,1,0,759,172,2,0,0,jun 2
29,management,single,tertiary,0,1,0,144,105,3,0,0,jun 2
39,services,divorced,secondary,0,1,0,892,26,1,0,0,jun 2
32,services,married,secondary,0,1,0,109,364,13,0,0,jun 2
35,housemaid,single,tertiary,0,1,1,608,227,1,0,0,jun 2
51,admin.,married,secondary,0,1,0,1415,151,3,0,0,jun 2
35,blue-collar,married,secondary,0,1,0,314,464,1,0,0,jun 2
57,retired,married,primary,1,1,0,-1480,319,5,0,0,jun 2
32,technician,married,secondary,0,0,0,0,68,21,0,0,jun 2
34,admin.,married,secondary,0,1,0,3487,464,1,0,0,jun 2
32,entrepreneur,married,primary,0,0,0,56,389,1,0,0,jun 2
33,technician,single,secondary,0,1,1,374,185,1,0,0,jun 2
38,blue-collar,married,primary,0,1,0,451,128,3,0,0,jun 2
37,services,married,secondary,0,1,0,741,88,2,0,0,jun 2
31,unemployed,single,secondary,0,1,0,8,123,1,0,0,jun 2
55,retired,married,secondary,0,0,0,3948,266,2,0,0,jun 2
33,blue-collar,single,secondary,0,1,0,231,466,1,0,0,jun 2
31,blue-collar,single,primary,0,1,0,859,80,1,0,0,jun 2
39,blue-collar,married,primary,0,1,0,1802,490,1,0,0,jun 2
31,blue-collar,married,primary,0,1,1,298,232,1,0,0,jun 2
42,technician,married,secondary,0,1,0,3472,61,2,0,0,jun 2
28,admin.,single,secondary,0,1,0,1076,537,5,0,0,jun 2
30,management,married,tertiary,0,1,0,732,231,1,0,0,jun 2
33,management,divorced,secondary,0,1,1,1897,197,1,0,0,jun 2
50,blue-collar,married,secondary,0,1,0,1985,464,2,0,0,jun 2
36,blue-collar,married,primary,0,1,0,1861,281,1,0,0,jun 2
32,management,single,tertiary,0,1,0,3237,447,2,0,0,jun 2
36,technician,single,secondary,0,1,0,1614,164,1,0,0,jun 2
31,blue-collar,married,secondary,0,1,0,-45,184,1,0,0,jun 2
33,services,married,secondary,0,1,0,847,127,1,0,0,jun 2
35,management,married,secondary,0,1,0,1825,42,1,0,0,jun 2
29,technician,married,secondary,0,1,1,493,132,6,0,0,jun 2
35,blue-collar,married,secondary,0,1,1,80,579,2,0,0,jun 2
27,self-employed,single,tertiary,0,1,1,1237,535,4,0,0,jun 2
31,blue-collar,married,secondary,0,0,0,3659,180,1,0,0,jun 2
32,management,single,tertiary,0,1,0,1834,159,1,0,0,jun 2
44,entrepreneur,divorced,secondary,0,1,0,-143,66,6,0,0,jun 2
30,blue-collar,married,secondary,0,1,1,360,239,1,0,0,jun 2
35,technician,single,tertiary,0,1,1,1104,95,1,0,0,jun 2
38,blue-collar,single,primary,0,1,0,522,156,1,0,0,jun 2
38,blue-collar,married,primary,0,0,0,6843,89,1,0,0,jun 2
37,unemployed,single,secondary,0,1,0,756,74,1,0,0,jun 2
39,management,single,tertiary,0,1,0,1682,174,1,0,0,jun 2
38,management,single,tertiary,0,1,0,900,156,1,0,0,jun 2
36,blue-collar,married,secondary,0,1,0,426,59,3,0,0,jun 2
51,management,divorced,tertiary,0,0,0,6,193,4,0,0,jun 2
32,technician,married,secondary,0,1,0,696,815,1,0,1,jun 2
32,blue-collar,single,primary,0,1,0,2507,215,1,0,0,jun 2
35,services,married,secondary,0,1,0,152,563,1,0,1,jun 2
31,entrepreneur,single,tertiary,0,1,1,247,273,1,0,0,jun 2
31,admin.,single,tertiary,0,1,1,7505,258,1,0,0,jun 2
31,blue-collar,single,secondary,0,1,0,4415,329,1,0,0,jun 2
30,blue-collar,married,primary,0,1,0,4,34,1,0,0,jun 2
33,management,married,tertiary,0,1,0,0,223,1,0,0,jun 2
31,management,single,tertiary,0,1,1,1475,76,1,0,0,jun 2
34,blue-collar,married,primary,0,1,0,-20,920,2,0,0,jun 2
37,blue-collar,married,primary,0,1,0,3574,152,2,0,0,jun 2
31,admin.,married,secondary,0,1,0,717,130,1,0,0,jun 2
