,Impact_Level,Weight,Deceased,Avail_Airbag,Seat_Belt,Front_Impact,Sex,Age,Acc_Year,Veh_Year,Role,Airbag_Deploy,Injury_Severity,Impact_Speed
7501,"[25,39]",0.0002742450291464121,No,No,No,Yes,M,20,1998-01-01,1990-01-01,Driver,No,3,32.885198093811645
7502,"[40,54]",0.0002742450291464121,No,No,Yes,Yes,F,48,1998-01-01,1989-01-01,Driver,No,3,45.744758018210455
7503,"[10,24]",0.0002742450291464121,No,No,Yes,Yes,F,30,1998-01-01,1987-01-01,Driver,No,3,13.183971667020398
7504,"[10,24]",0.0002742450291464121,No,No,No,Yes,F,58,1998-01-01,1987-01-01,Passenger,No,3,15.338906125060056
7506,"[25,39]",0.00020635335757417965,No,No,Yes,Yes,F,16,1998-01-01,1993-01-01,Driver,No,2,31.937593762261024
7507,"[25,39]",0.00020635335757417965,No,Yes,Yes,Yes,F,64,1998-01-01,1997-01-01,Driver,Yes,3,36.33827051471019
7508,"[25,39]",0.00025285284553552736,No,No,No,Yes,F,78,1998-01-01,1994-01-01,Driver,No,3,31.257695371795457
7509,"[25,39]",0.00025285284553552736,No,Yes,Yes,Yes,F,35,1998-01-01,1994-01-01,Driver,Yes,3,28.03916493584842
7510,"[10,24]",0.09924480235170245,No,Yes,Yes,Yes,M,46,1998-01-01,1994-01-01,Driver,Yes,0,17.736518086868127
7511,"[10,24]",0.09924480235170245,No,No,Yes,Yes,M,17,1998-01-01,1988-01-01,Driver,No,2,18.967261221897097
7512,"[25,39]",0.00024217403336124942,No,No,No,Yes,M,16,1998-01-01,1989-01-01,Driver,No,0,27.80182716025134
7513,"[25,39]",0.00024217403336124942,No,No,Yes,Yes,M,16,1998-01-01,1989-01-01,Passenger,No,0,37.00334475254314
7514,"[40,54]",0.00024217403336124942,No,Yes,No,Yes,F,32,1998-01-01,1997-01-01,Driver,Yes,0,45.682761205034076
7515,"[40,54]",0.0349169683475509,No,No,No,Yes,M,30,1998-01-01,1991-01-01,Driver,No,2,49.96155040705811
7516,"[25,39]",0.00024217403336124942,No,Yes,Yes,Yes,F,39,1998-01-01,1997-01-01,Driver,Yes,3,33.06552761463523
7517,"[25,39]",0.00024217403336124942,No,No,No,Yes,F,81,1998-01-01,1990-01-01,Driver,No,1,28.27321768913566
7519,"[40,54]",0.00027671601643008205,No,No,Yes,No,F,56,1998-01-01,1988-01-01,Driver,No,3,41.82679456962422
7520,"[40,54]",0.0003876685293227148,Yes,No,Yes,Yes,M,59,1998-01-01,1987-01-01,Driver,No,4,42.93132475483882
7521,"[25,39]",0.0010175110920150475,No,Yes,Yes,No,M,64,1998-01-01,1994-01-01,Driver,Yes,0,32.142689856191794
7522,"[25,39]",0.0010175110920150475,No,No,Yes,No,F,65,1998-01-01,1994-01-01,Passenger,No,0,33.073848178399274
7523,"[10,24]",0.0005456043598593575,No,Yes,Yes,Yes,F,79,1998-01-01,1994-01-01,Driver,Yes,3,12.135078112992385
7525,"[25,39]",0.0005638343709279256,No,Yes,Yes,No,M,22,1998-01-01,1997-01-01,Driver,No,0,32.86895744187874
7526,"[25,39]",0.0005638343709279256,No,Yes,No,No,M,22,1998-01-01,1997-01-01,Passenger,No,3,27.222789033575076
7527,"[25,39]",0.0005638343709279256,No,No,No,Yes,M,17,1998-01-01,1989-01-01,Driver,No,2,28.77977497541144
7528,"[25,39]",0.0005638343709279256,No,No,No,Yes,M,17,1998-01-01,1989-01-01,Passenger,No,2,32.870766770618054
7530,"[55,inf]",0.00030237626898182995,No,No,No,Yes,M,21,1998-01-01,1989-01-01,Driver,No,2,59.030915099647686
7531,"[55,inf]",0.00030237626898182995,No,No,No,Yes,M,19,1998-01-01,1989-01-01,Passenger,No,3,53.910706150122365
7532,"[40,54]",0.0005551254367325433,No,No,No,No,M,29,1998-01-01,1987-01-01,Driver,No,3,46.93721381245857
7534,"[25,39]",0.0006852410607907046,No,Yes,Yes,Yes,F,19,1998-01-01,1992-01-01,Driver,Yes,1,28.72931453547605
7535,"[25,39]",0.0006852410607907046,No,No,Yes,Yes,M,17,1998-01-01,1992-01-01,Passenger,No,0,33.57935331689688
7536,"[25,39]",0.00022259621104375155,No,Yes,Yes,Yes,F,37,1998-01-01,1997-01-01,Driver,Yes,2,40.002756263018725
7537,"[25,39]",0.00022259621104375155,No,No,Yes,Yes,F,27,1998-01-01,1988-01-01,Driver,No,3,35.74530283737395
7540,"[10,24]",0.00022259621104375155,No,Yes,No,Yes,F,24,1998-01-01,1997-01-01,Driver,Yes,2,19.406799784173984
7541,"[25,39]",0.00022259621104375155,No,No,No,Yes,F,33,1998-01-01,1990-01-01,Driver,No,3,35.76847944412687
7542,"[25,39]",0.015435082541714594,No,Yes,Yes,Yes,M,27,1998-01-01,1998-01-01,Driver,Yes,0,30.297359372869547
7544,"[10,24]",0.00022259621104375155,No,No,No,Yes,M,33,1998-01-01,1990-01-01,Driver,No,3,10.02638417571536
7545,"[25,39]",0.00022259621104375155,No,No,Yes,No,F,67,1998-01-01,1990-01-01,Driver,No,3,27.199931767461543
7547,"[10,24]",0.002587987666844273,No,Yes,Yes,No,M,77,1998-01-01,1996-01-01,Driver,No,1,17.164361628982892
7548,"[25,39]",0.00027327736979114616,Yes,Yes,Yes,No,M,62,1998-01-01,1997-01-01,Driver,Yes,4,29.93690577108354
7549,"[55,inf]",0.00027327736979114616,No,Yes,Yes,Yes,M,22,1998-01-01,1990-01-01,Driver,Yes,2,63.70790191788159
7550,"[10,24]",0.00028252197256167794,No,Yes,Yes,Yes,M,19,1998-01-01,1994-01-01,Driver,Yes,0,23.394524540549217
7551,"[10,24]",0.00028252197256167794,No,Yes,Yes,Yes,F,26,1998-01-01,1994-01-01,Passenger,Yes,0,15.056695063640554
7552,"[10,24]",1.7279631349495585e-07,No,Yes,No,Yes,F,18,1998-01-01,1998-01-01,Driver,Yes,2,17.18373632141834
7553,"[10,24]",1.7279631349495585e-07,No,Yes,No,Yes,F,19,1998-01-01,1998-01-01,Passenger,Yes,2,10.501543927669323
7554,"[10,24]",1.7279631349495585e-07,No,Yes,Yes,Yes,M,28,1998-01-01,1998-01-01,Driver,Yes,1,19.92825947442468
7555,"[25,39]",1.7279631349495585e-07,No,Yes,Yes,Yes,F,39,1998-01-01,1998-01-01,Driver,Yes,2,31.133337681905832
7556,"[10,24]",1.7279631349495585e-07,No,Yes,Yes,Yes,F,61,1998-01-01,1998-01-01,Driver,Yes,2,12.90360051349726
7557,"[10,24]",1.7279631349495585e-07,No,Yes,Yes,Yes,F,29,1998-01-01,1998-01-01,Driver,Yes,1,17.534711767993873
7558,"[10,24]",0.19019892398065044,No,No,Yes,No,M,37,1998-01-01,1987-01-01,Driver,No,0,16.93821867266309
7559,"[10,24]",0.19019892398065044,No,No,Yes,No,M,19,1998-01-01,1987-01-01,Passenger,No,0,26.580492032002237
7560,"[10,24]",0.19019892398065044,No,No,Yes,Yes,F,65,1998-01-01,1990-01-01,Driver,No,1,18.821633825723126
7561,"[10,24]",0.19019892398065044,No,No,No,Yes,F,35,1998-01-01,1990-01-01,Passenger,No,3,12.738122041883333
7562,"[10,24]",0.004485671340855019,No,No,Yes,Yes,M,49,1998-01-01,1990-01-01,Driver,No,3,20.806757505563866
7563,"[10,24]",0.0022497734424269493,No,Yes,Yes,Yes,F,77,1998-01-01,1997-01-01,Driver,Yes,3,15.070701282493566
7564,"[10,24]",0.0022497734424269493,No,No,Yes,Yes,F,44,1998-01-01,1989-01-01,Driver,No,1,14.858595766233428
7565,"[25,39]",0.001204925973630003,No,Yes,No,Yes,M,31,1998-01-01,1997-01-01,Passenger,Yes,3,34.30912442445967
7566,"[40,54]",0.001402518558104404,No,No,Yes,Yes,M,47,1998-01-01,1988-01-01,Driver,No,3,44.60698411777616
7567,"[25,39]",0.02514647727507403,No,No,Yes,No,M,39,1998-01-01,1992-01-01,Driver,No,0,34.26361047390718
7568,"[25,39]",0.02514647727507403,No,No,Yes,Yes,M,19,1998-01-01,1991-01-01,Driver,No,0,33.71005253072962
7569,"[10,24]",0.0006925676244848863,No,Yes,Yes,Yes,F,44,1998-01-01,1995-01-01,Driver,Yes,3,10.284885913665057
7571,"[10,24]",0.0006925676244848863,No,Yes,Yes,No,M,34,1998-01-01,1998-01-01,Driver,No,0,18.282594794494184
7572,"[10,24]",0.0006925676244848863,No,Yes,Yes,No,F,32,1998-01-01,1998-01-01,Passenger,No,0,18.81934902230653
7573,"[25,39]",0.0006925676244848863,No,Yes,Yes,No,M,27,1998-01-01,1997-01-01,Driver,No,3,28.958099967974846
7576,"[25,39]",0.0015253767370051112,No,Yes,Yes,Yes,F,72,1998-01-01,1997-01-01,Driver,Yes,3,31.484480936616976
7577,"[10,24]",0.0015253767370051112,No,Yes,Yes,No,F,46,1998-01-01,1992-01-01,Driver,No,1,18.759160408680202
7578,"[10,24]",0.0015253767370051112,No,Yes,Yes,No,M,16,1998-01-01,1992-01-01,Passenger,No,0,21.384605242967385
7582,"[25,39]",0.001204925973630003,No,Yes,Yes,Yes,F,48,1998-01-01,1998-01-01,Driver,Yes,3,34.80856404199616
7583,"[25,39]",0.001204925973630003,No,No,Yes,No,F,25,1998-01-01,1993-01-01,Driver,No,3,34.98742936993311
7584,"[25,39]",0.003850852244371239,No,Yes,Yes,Yes,M,41,1998-01-01,1994-01-01,Driver,Yes,1,28.92565693647206
7585,"[25,39]",0.003850852244371239,No,Yes,Yes,Yes,F,23,1998-01-01,1996-01-01,Driver,Yes,1,30.885899273546237
7586,"[10,24]",0.010787293699587015,No,Yes,Yes,Yes,M,20,1998-01-01,1997-01-01,Driver,Yes,0,15.397796045862732
7587,"[10,24]",0.010787293699587015,No,Yes,No,Yes,M,23,1998-01-01,1997-01-01,Passenger,Yes,0,20.866049669412327
7589,"[10,24]",0.0006925676244848863,No,No,Yes,Yes,F,17,1998-01-01,1995-01-01,Driver,No,3,17.29123915577694
7590,"[10,24]",0.006915982371663469,No,Yes,Yes,No,F,16,1998-01-01,1995-01-01,Driver,Yes,2,15.00172439438777
7591,"[10,24]",0.006915982371663469,No,No,Yes,Yes,F,16,1998-01-01,1992-01-01,Driver,No,0,10.408370798324324
7592,"[10,24]",0.008118558315411015,No,Yes,Yes,Yes,F,36,1998-01-01,1991-01-01,Driver,No,1,15.394240112551618
7595,"[40,54]",0.00078848685810555,No,Yes,Yes,Yes,F,33,1998-01-01,1993-01-01,Driver,Yes,2,42.628801344363296
7596,"[10,24]",0.008889592745781157,No,No,Yes,Yes,F,18,1998-01-01,1988-01-01,Driver,No,1,15.287345755416888
7597,"[10,24]",0.021213788696514167,No,Yes,No,No,M,39,1998-01-01,1996-01-01,Driver,Yes,0,16.68889099007596
7598,"[10,24]",0.0006925676244848863,No,Yes,Yes,Yes,F,52,1998-01-01,1994-01-01,Driver,Yes,3,11.580506240254667
7599,"[10,24]",0.0006925676244848863,No,Yes,Yes,No,F,65,1998-01-01,1992-01-01,Driver,No,3,18.192171341689384
7601,"[10,24]",0.017642330811464848,No,No,Yes,Yes,M,40,1998-01-01,1992-01-01,Driver,No,0,22.095002309605203
7602,"[10,24]",0.017642330811464848,No,Yes,Yes,No,F,32,1998-01-01,1997-01-01,Driver,No,0,13.889041149529678
7603,"[10,24]",0.017642330811464848,No,Yes,Yes,No,F,59,1998-01-01,1997-01-01,Passenger,No,1,20.908171296639637
7606,"[10,24]",0.006004395419838855,No,Yes,Yes,Yes,F,19,1998-01-01,1992-01-01,Driver,No,0,18.713778421481646
7607,"[10,24]",0.006004395419838855,No,Yes,Yes,Yes,F,43,1998-01-01,1995-01-01,Driver,Yes,2,16.22279659790928
7608,"[25,39]",0.007048465305210267,No,No,No,No,M,16,1998-01-01,1991-01-01,Driver,No,1,32.00381018584881
7609,"[25,39]",0.007048465305210267,No,No,Yes,No,F,17,1998-01-01,1991-01-01,Passenger,No,1,37.27188300707741
7611,"[25,39]",0.016820148672220377,No,Yes,Yes,Yes,F,22,1998-01-01,1996-01-01,Driver,Yes,0,30.689671740654912
7612,"[10,24]",0.016820148672220377,No,Yes,Yes,No,M,40,1998-01-01,1992-01-01,Driver,No,0,18.755041674445835
7613,"[1,9]",0.03746427976186785,No,No,Yes,Yes,F,25,1998-01-01,1994-01-01,Driver,No,0,5.872142505516862
7614,"[1,9]",0.03746427976186785,No,No,Yes,No,M,42,1998-01-01,1991-01-01,Driver,No,0,3.5766518628819
7615,"[10,24]",0.0006925676244848863,No,Yes,No,No,M,18,1998-01-01,1995-01-01,Driver,No,3,17.84587810359541
7616,"[10,24]",0.0006925676244848863,No,Yes,No,No,M,18,1998-01-01,1995-01-01,Passenger,No,2,21.11686384213127
7618,"[10,24]",0.008278325786857122,No,Yes,Yes,No,M,21,1998-01-01,1995-01-01,Driver,No,1,11.457290807288617
7619,"[10,24]",0.008278325786857122,No,Yes,Yes,No,F,22,1998-01-01,1995-01-01,Passenger,No,1,14.272520973929304
7620,"[10,24]",0.009717805476486074,No,Yes,Yes,Yes,F,19,1998-01-01,1993-01-01,Driver,Yes,1,21.62982051391868
7622,"[25,39]",0.0006925676244848863,No,Yes,Yes,Yes,M,21,1998-01-01,1997-01-01,Driver,Yes,2,32.0322556319102
7623,"[25,39]",0.0006925676244848863,No,Yes,Yes,Yes,M,47,1998-01-01,1997-01-01,Passenger,Yes,3,38.12261662019256
7624,"[10,24]",0.012080725944992867,No,No,Yes,Yes,M,24,1998-01-01,1989-01-01,Driver,No,2,14.000635699831067
7626,"[25,39]",0.0009186024821637113,No,No,Yes,Yes,F,59,1998-01-01,1989-01-01,Driver,No,3,35.023890721922136
7628,"[40,54]",0.0009186024821637113,No,No,No,Yes,M,34,1998-01-01,1987-01-01,Driver,No,3,41.764231331299726
7631,"[25,39]",0.009126790245411468,No,No,Yes,No,M,21,1998-01-01,1990-01-01,Driver,No,2,33.427910186002805
7632,"[25,39]",0.009126790245411468,No,No,No,No,M,26,1998-01-01,1990-01-01,Passenger,No,2,40.69544867519001
7633,"[10,24]",0.009126790245411468,No,Yes,Yes,No,F,35,1998-01-01,1997-01-01,Driver,No,1,16.008622821238788
7634,"[10,24]",0.009126790245411468,No,Yes,Yes,No,F,53,1998-01-01,1997-01-01,Passenger,No,1,19.737570968399396
7635,"[25,39]",0.010713803427352555,No,No,No,No,M,41,1998-01-01,1993-01-01,Driver,No,1,30.676829367045205
7636,"[25,39]",0.010713803427352555,No,No,No,No,F,37,1998-01-01,1993-01-01,Passenger,No,2,29.260881469493047
7638,"[25,39]",0.0013231013724237962,No,No,Yes,Yes,F,40,1998-01-01,1994-01-01,Driver,No,3,34.10494177177817
7639,"[10,24]",0.005145701419522517,No,Yes,Yes,Yes,M,16,1998-01-01,1998-01-01,Driver,Yes,3,14.176968099072335
7640,"[10,24]",0.005145701419522517,No,Yes,Yes,Yes,M,16,1998-01-01,1998-01-01,Passenger,Yes,0,11.866679791394153
7642,"[10,24]",0.006040440730819998,No,Yes,Yes,No,F,20,1998-01-01,1997-01-01,Driver,No,0,16.56074826267196
7643,"[10,24]",0.014414616632837659,No,Yes,Yes,Yes,F,38,1998-01-01,1992-01-01,Driver,No,0,19.094782751643635
7644,"[25,39]",0.0008061120820823574,No,No,Yes,Yes,F,62,1998-01-01,1993-01-01,Driver,No,3,25.96363320840137
7645,"[25,39]",0.0008061120820823574,No,No,Yes,Yes,M,62,1998-01-01,1993-01-01,Passenger,No,2,33.00236577107649
7647,"[10,24]",0.004813586905005811,No,Yes,Yes,No,M,34,1998-01-01,1998-01-01,Driver,No,1,12.228641704139022
7648,"[25,39]",0.005650577688330187,No,No,Yes,Yes,F,23,1998-01-01,1993-01-01,Driver,No,1,31.314926476385878
7650,"[10,24]",0.013484246721715026,No,Yes,Yes,Yes,M,30,1998-01-01,1997-01-01,Driver,No,0,14.875496352210419
7652,"[10,24]",0.00955226660806006,No,Yes,Yes,Yes,F,40,1998-01-01,1995-01-01,Driver,Yes,1,17.415806303865274
7653,"[10,24]",0.00955226660806006,No,No,Yes,Yes,F,45,1998-01-01,1995-01-01,Passenger,No,1,18.66207964101858
7656,"[10,24]",0.0008061120820823574,No,Yes,Yes,Yes,F,19,1998-01-01,1996-01-01,Driver,Yes,0,14.557180952620834
7657,"[10,24]",0.0008061120820823574,No,No,Yes,Yes,F,18,1998-01-01,1996-01-01,Passenger,No,0,14.811447761199696
7658,"[25,39]",0.0008061120820823574,No,No,No,Yes,F,63,1998-01-01,1994-01-01,Driver,No,3,34.74729649056345
7659,"[25,39]",0.0008061120820823574,No,Yes,Yes,No,F,16,1998-01-01,1994-01-01,Driver,No,3,30.590725267645798
7660,"[25,39]",0.0008061120820823574,No,Yes,Yes,No,M,47,1998-01-01,1994-01-01,Passenger,No,3,35.97944225755262
7661,"[10,24]",0.0008061120820823574,No,No,Yes,Yes,M,51,1998-01-01,1989-01-01,Driver,No,3,14.275115827916142
7662,"[10,24]",0.008127025334808316,No,Yes,Yes,Yes,F,16,1998-01-01,1996-01-01,Driver,No,2,14.809834571974442
7663,"[1,9]",0.009540188145730285,No,Yes,Yes,Yes,F,43,1998-01-01,1998-01-01,Driver,No,0,6.888339555571628
7666,"[10,24]",0.0008061120820823574,No,No,Yes,Yes,F,75,1998-01-01,1989-01-01,Driver,No,0,14.283180332966632
7670,"[10,24]",0.0204105795925759,No,Yes,No,Yes,F,19,1998-01-01,1995-01-01,Driver,Yes,0,15.072121093034035
7671,"[10,24]",0.0204105795925759,No,Yes,Yes,Yes,M,27,1998-01-01,1995-01-01,Passenger,Yes,,16.284610641923937
7672,"[10,24]",0.0011318158533797302,No,No,Yes,Yes,M,39,1998-01-01,1991-01-01,Driver,No,1,24.90830930287662
7673,"[10,24]",0.0011318158533797302,No,No,Yes,No,M,36,1998-01-01,1988-01-01,Driver,No,3,16.471937665968422
7674,"[10,24]",0.0011318158533797302,No,No,Yes,No,M,27,1998-01-01,1992-01-01,Driver,No,3,20.236416542634522
7675,"[10,24]",0.0011318158533797302,No,No,Yes,No,F,28,1998-01-01,1992-01-01,Passenger,No,3,16.21655750065929
7678,"[1,9]",0.01233048573645256,No,Yes,Yes,Yes,F,52,1998-01-01,1995-01-01,Driver,No,0,4.795612400350686
7679,"[10,24]",0.027464194227899478,No,No,Yes,Yes,M,22,1998-01-01,1991-01-01,Driver,No,0,14.549461421756842
7680,"[10,24]",0.027464194227899478,No,No,Yes,Yes,F,49,1998-01-01,1991-01-01,Passenger,No,0,19.32951371507886
7681,"[55,inf]",0.0008760254705239615,Yes,No,No,Yes,M,25,1998-01-01,1991-01-01,Driver,No,4,55.771985961032875
7682,"[55,inf]",0.0008760254705239615,Yes,No,No,Yes,M,32,1998-01-01,1991-01-01,Passenger,No,4,69.2655049538415
7684,"[25,39]",0.0011940743651340227,No,No,Yes,No,M,21,1998-01-01,1991-01-01,Driver,No,2,32.369184075258566
7685,"[25,39]",0.0011940743651340227,No,No,Yes,No,F,22,1998-01-01,1991-01-01,Passenger,No,3,29.937297278860612
7686,"[25,39]",0.0011940743651340227,No,No,Yes,Yes,M,49,1998-01-01,1991-01-01,Driver,No,2,28.15672419924454
7687,"[10,24]",0.0008061120820823574,No,Yes,No,Yes,F,22,1998-01-01,1991-01-01,Driver,Yes,2,16.0242218305575
7688,"[10,24]",0.0008061120820823574,No,No,No,Yes,F,24,1998-01-01,1991-01-01,Passenger,No,2,9.68066416156551
7689,"[10,24]",0.0008061120820823574,No,No,No,Yes,M,55,1998-01-01,1989-01-01,Driver,No,3,11.868634708234516
7693,"[25,39]",0.0006925676244848863,No,No,Yes,Yes,M,35,1998-01-01,1994-01-01,Driver,No,0,28.87632939754921
7694,"[10,24]",0.0006925676244848863,No,Yes,Yes,Yes,F,16,1998-01-01,1998-01-01,Driver,Yes,3,23.469496883802393
7695,"[10,24]",0.0008061120820823574,No,No,Yes,Yes,F,39,1998-01-01,1991-01-01,Driver,No,1,14.86531955781737
7696,"[25,39]",0.0008061120820823574,No,No,Yes,Yes,M,20,1998-01-01,1988-01-01,Driver,No,3,28.889108327029337
7697,"[25,39]",0.0008061120820823574,No,No,Yes,Yes,F,19,1998-01-01,1988-01-01,Passenger,No,3,38.43254740341547
7698,"[10,24]",0.0006925676244848863,No,Yes,Yes,Yes,F,51,1998-01-01,1997-01-01,Driver,No,3,14.29668338215565
7699,"[10,24]",0.0037000874608533276,No,No,Yes,Yes,M,17,1998-01-01,1989-01-01,Driver,No,1,17.3666722240704
7700,"[10,24]",0.0037000874608533276,No,Yes,Yes,No,M,36,1998-01-01,1998-01-01,Driver,No,0,21.521626679282228
7701,"[10,24]",0.0037000874608533276,No,Yes,Yes,No,M,29,1998-01-01,1998-01-01,Passenger,No,,18.148278092403714
7702,"[10,24]",0.0006925676244848863,No,Yes,Yes,Yes,F,48,1998-01-01,1996-01-01,Driver,Yes,3,20.5868201437055
7704,"[10,24]",0.00845219343754261,No,Yes,Yes,Yes,M,28,1998-01-01,1997-01-01,Driver,Yes,2,18.50555997342024
7705,"[10,24]",0.00845219343754261,No,Yes,No,Yes,F,29,1998-01-01,1997-01-01,Passenger,Yes,1,12.446721393621818
7706,"[10,24]",0.00845219343754261,No,Yes,Yes,No,M,64,1998-01-01,1998-01-01,Driver,No,0,19.687722323376377
7707,"[10,24]",0.00845219343754261,No,Yes,Yes,No,F,62,1998-01-01,1998-01-01,Passenger,No,0,10.296167245329299
7708,"[10,24]",0.009921912481968807,No,No,Yes,Yes,F,18,1998-01-01,1987-01-01,Driver,No,1,16.723145134113945
7709,"[10,24]",0.009921912481968807,No,No,Yes,Yes,F,39,1998-01-01,1987-01-01,Passenger,No,1,17.22035520906936
7710,"[10,24]",0.004166205516499533,No,No,Yes,No,M,84,1998-01-01,1988-01-01,Driver,No,0,18.776016141075782
7711,"[10,24]",0.004166205516499533,No,No,Yes,No,F,73,1998-01-01,1988-01-01,Passenger,No,0,14.372971919998871
7712,"[10,24]",0.004166205516499533,No,No,No,Yes,F,39,1998-01-01,1995-01-01,Driver,No,1,21.61581391279898
7715,"[10,24]",0.02599463070008436,No,Yes,Yes,Yes,F,24,1998-01-01,1991-01-01,Driver,No,0,17.799903567643554
7716,"[10,24]",0.0006925676244848863,No,Yes,Yes,Yes,F,44,1998-01-01,1996-01-01,Driver,Yes,1,14.515551864719114
7717,"[10,24]",0.0006925676244848863,No,No,Yes,Yes,F,39,1998-01-01,1996-01-01,Passenger,No,3,16.211511432248095
7718,"[10,24]",0.0028224204253595323,No,No,Yes,No,F,32,1998-01-01,1991-01-01,Passenger,No,3,17.929847872599115
7720,"[10,24]",0.01288611228251619,No,No,Yes,Yes,F,70,1998-01-01,1989-01-01,Driver,No,1,12.578524874917367
7721,"[25,39]",0.06849333105587493,No,No,No,Yes,M,38,1998-01-01,1988-01-01,Driver,No,0,25.423553983949468
7723,"[10,24]",0.17011603531537553,No,No,Yes,Yes,M,79,1998-01-01,1993-01-01,Driver,No,0,17.290334557472107
7724,"[10,24]",0.17011603531537553,No,No,Yes,Yes,F,76,1998-01-01,1993-01-01,Passenger,No,0,11.345682740393364
7725,"[25,39]",0.0008384941112284796,No,Yes,No,No,F,26,1998-01-01,1997-01-01,Driver,Yes,2,29.829018312047978
7726,"[25,39]",0.0008384941112284796,No,Yes,No,No,F,43,1998-01-01,1997-01-01,Passenger,Yes,3,28.50435594092314
7727,"[10,24]",0.0008384941112284796,No,No,Yes,Yes,M,44,1998-01-01,1993-01-01,Driver,No,0,16.27299853900026
7728,"[25,39]",0.0013012426387724776,No,No,Yes,Yes,M,17,1998-01-01,1989-01-01,Driver,No,2,34.95013640054623
7730,"[10,24]",0.007581991202792311,No,Yes,Yes,Yes,M,19,1998-01-01,1995-01-01,Driver,Yes,0,17.857624812996534
7731,"[10,24]",0.007581991202792311,No,Yes,Yes,Yes,M,17,1998-01-01,1995-01-01,Passenger,Yes,0,18.19486215764588
7733,"[10,24]",0.007581991202792311,No,Yes,Yes,No,M,34,1998-01-01,1998-01-01,Driver,No,1,19.935552466072256
7734,"[10,24]",0.008900392515374592,No,No,Yes,No,F,42,1998-01-01,1992-01-01,Driver,No,1,18.636065245441884
7735,"[55,inf]",0.00078848685810555,No,Yes,Yes,Yes,F,27,1998-01-01,1996-01-01,Driver,Yes,2,62.67686905826424
7737,"[10,24]",0.0006925676244848863,No,No,Yes,Yes,M,23,1998-01-01,1993-01-01,Driver,No,0,19.379497897441716
7738,"[10,24]",0.0006925676244848863,No,Yes,Yes,No,F,19,1998-01-01,1997-01-01,Driver,Yes,3,19.805526317139403
7739,"[10,24]",0.005859160118325745,No,Yes,Yes,No,M,36,1998-01-01,1998-01-01,Driver,No,0,18.093680116197646
7740,"[10,24]",0.005859160118325745,No,Yes,Yes,No,F,65,1998-01-01,1998-01-01,Passenger,No,0,18.02505959694293
7741,"[25,39]",0.006877967182707453,No,No,No,Yes,F,17,1998-01-01,1987-01-01,Driver,No,2,22.901215714076123
7745,"[40,54]",0.0014360064836611427,No,No,Yes,Yes,M,48,1998-01-01,1991-01-01,Driver,No,3,42.586887053023325
7746,"[25,39]",0.002753699331483361,No,No,Yes,Yes,M,73,1998-01-01,1991-01-01,Driver,No,3,29.83975778631816
7747,"[25,39]",0.002753699331483361,No,No,Yes,Yes,F,73,1998-01-01,1991-01-01,Passenger,No,3,31.807352485171542
7751,"[25,39]",0.0006925676244848863,No,Yes,Yes,No,F,17,1998-01-01,1995-01-01,Passenger,Yes,3,34.211025007453784
7753,"[10,24]",0.0018230529462620988,No,Yes,Yes,No,F,34,1998-01-01,1993-01-01,Driver,No,1,20.207243684472147
7754,"[10,24]",0.044239657773234804,No,No,Yes,No,F,25,1998-01-01,1990-01-01,Driver,No,0,12.224170400653067
7755,"[10,24]",0.001204925973630003,No,No,Yes,Yes,M,27,1998-01-01,1991-01-01,Driver,No,0,9.832094116671808
7756,"[10,24]",0.253731186477949,No,No,Yes,No,F,20,1998-01-01,1989-01-01,Driver,No,0,22.9254061844946
7758,"[40,54]",0.0008061120820823574,No,No,Yes,No,M,49,1998-01-01,1994-01-01,Driver,No,2,41.679753223841
7759,"[40,54]",0.0008061120820823574,No,No,Yes,Yes,M,19,1998-01-01,1987-01-01,Driver,No,1,48.47940221395611
7761,"[1,9]",0.02588785985788725,No,Yes,Yes,Yes,F,46,1998-01-01,1998-01-01,Driver,No,0,2.774957640947217
7762,"[10,24]",0.0013443553189753073,No,No,Yes,Yes,F,47,1998-01-01,1991-01-01,Driver,No,3,16.17594501683859
7763,"[10,24]",0.005228367175930432,No,Yes,Yes,No,F,16,1998-01-01,1997-01-01,Driver,No,0,19.056992644468036
7766,"[10,24]",0.006137500420087455,No,No,Yes,Yes,M,28,1998-01-01,1990-01-01,Driver,No,0,14.153315751607243
7768,"[55,inf]",0.0008061120820823574,No,No,Yes,Yes,F,33,1998-01-01,1989-01-01,Driver,No,3,62.47032196873938
7769,"[10,24]",0.03208217570605217,No,No,Yes,No,F,51,1998-01-01,1992-01-01,Driver,No,2,17.53252457862319
7771,"[25,39]",0.0015381636641915073,No,No,Yes,No,F,17,1998-01-01,1987-01-01,Driver,No,3,27.356408530478685
7772,"[10,24]",0.0015381636641915073,No,Yes,Yes,Yes,M,51,1998-01-01,1997-01-01,Driver,Yes,1,14.675556307052787
7773,"[25,39]",0.016757976558669185,No,Yes,Yes,No,M,22,1998-01-01,1997-01-01,Driver,Yes,0,28.1852292307036
7774,"[10,24]",0.016757976558669185,No,No,Yes,Yes,F,51,1998-01-01,1991-01-01,Driver,No,0,15.419190394075903
7775,"[10,24]",0.009523012192250251,No,Yes,Yes,No,F,50,1998-01-01,1996-01-01,Driver,No,0,11.018945854058938
7776,"[10,24]",0.009523012192250251,No,Yes,Yes,No,F,53,1998-01-01,1996-01-01,Passenger,No,1,16.106479671005545
